symbol,date,open_time,open_price,high_price,low_price,close_price,volume,close_time,quote_asset_volume,numner_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
BTC,20170902,1504310400000,4796.16,4939.19,4286.87,4472.14,929.148595,1504396799999,4257723.944817,7475,379.199863,1738334.08541735,0
BTC,20170903,1504396800000,4508.5,4714.76,4298.33,4509.08,691.216198,1504483199999,3121052.75230181,6022,258.934536,1169644.69159694,0
BTC,20170904,1504483200000,4505.0,4527.49,3972.51,4100.11,1394.644614,1504569599999,5909947.49008974,9317,578.600851,2460362.61291664,0
BTC,20170905,1504569600000,4106.97,4484.99,3603.0,4366.47,1228.938157,1504655999999,5083453.18675071,10084,533.476065,2214297.83961246,0
BTC,20170906,1504656000000,4366.49,4662.87,4335.26,4619.77,807.363726,1504742399999,3626346.05544323,7956,422.923063,1903231.7409154,0
BTC,20170907,1504742400000,4619.77,4788.59,4438.19,4691.61,500.429975,1504828799999,2305795.13638315,3070,240.683949,1111299.24357466,0
BTC,20170908,1504828800000,4691.66,4735.39,4028.93,4282.8,1132.255046,1504915199999,4866527.22639337,4733,465.962119,2004277.28941755,0
BTC,20170909,1504915200000,4282.8,4426.62,4150.06,4258.81,658.782952,1505001599999,2815383.46568698,3777,287.989805,1233627.00774409,0
BTC,20170910,1505001600000,4258.81,4283.0,3801.0,4130.37,660.373275,1505087999999,2700371.80819211,3435,291.786887,1193884.03650449,0
BTC,20170911,1505088000000,4153.62,4334.43,4098.91,4208.47,699.989065,1505174399999,2956842.76250147,4228,322.19833,1361869.71324406,0
BTC,20170912,1505174400000,4208.6,4394.59,4040.8,4163.72,879.630319,1505260799999,3725190.62328952,6501,451.78067,1911015.26637066,0
BTC,20170913,1505260800000,4159.72,4165.38,3760.0,3944.69,913.462545,1505347199999,3570365.92571669,5019,363.053413,1425986.44091325,0
BTC,20170914,1505347200000,3944.0,3993.0,3165.13,3189.02,1665.021543,1505433599999,5914261.40460825,9066,761.153976,2711572.43635069,0
BTC,20170915,1505433600000,3188.01,3856.0,2817.0,3700.0,1968.866492,1505519999999,6588767.18669446,10445,966.122245,3236325.66838306,0
BTC,20170916,1505520000000,3674.01,3950.0,3470.66,3714.95,1297.563953,1505606399999,4804878.24721283,8809,624.887842,2314536.03271908,0
BTC,20170917,1505606400000,3685.23,3748.21,3499.02,3699.99,682.17121,1505692799999,2466490.27859466,6355,273.931976,994843.63045949,0
BTC,20170918,1505692800000,3690.0,4123.2,3690.0,4035.01,1030.006455,1505779199999,4069033.05715863,8220,417.638722,1651863.37125876,0
BTC,20170919,1505779200000,4060.0,4089.97,3830.91,3910.04,902.332129,1505865599999,3558315.19743872,7342,257.320352,1016803.88177532,0
BTC,20170920,1505865600000,3910.04,4046.08,3820.0,3900.0,720.935076,1505951999999,2839584.45308804,7231,395.275138,1562210.14983916,0
BTC,20170921,1505952000000,3889.99,3910.0,3567.0,3609.99,1001.654084,1506038399999,3757043.07821264,8714,517.258926,1946238.63873747,0
BTC,20170922,1506038400000,3592.84,3750.0,3505.55,3595.87,838.966425,1506124799999,3031771.43292849,8152,511.059869,1848104.61254174,0
BTC,20170923,1506124800000,3595.88,3817.19,3542.91,3780.0,752.792791,1506211199999,2799706.99951511,8402,431.94671,1608679.14327472,0
BTC,20170924,1506211200000,3779.54,3789.99,3622.76,3660.02,661.63639,1506297599999,2445788.43620041,8724,290.93917,1077964.32638088,0
BTC,20170925,1506297600000,3660.02,3979.87,3653.69,3920.75,727.994713,1506383999999,2784170.85318322,9740,298.839159,1144089.17964881,0
BTC,20170926,1506384000000,3928.0,3976.99,3850.05,3882.35,526.727987,1506470399999,2061195.57868009,7971,225.570283,883925.0185633,0
BTC,20170927,1506470400000,3882.36,4249.94,3872.81,4193.0,628.170966,1506556799999,2554629.81447101,8373,348.083641,1418522.03112125,0
BTC,20170928,1506556800000,4192.11,4300.0,4101.0,4174.5,849.785325,1506643199999,3553178.87037354,11426,364.517452,1525467.35780567,0
BTC,20170929,1506643200000,4178.98,4263.86,3952.01,4174.69,1602.309565,1506729599999,6571746.35900076,14834,660.408235,2706153.81551434,0
BTC,20170930,1506729600000,4175.0,4380.0,4138.1,4378.51,720.353183,1506815999999,3088354.40084536,9324,292.966693,1258540.22252994,0
BTC,20171001,1506816000000,4378.49,4406.52,4240.04,4378.48,726.963685,1506902399999,3137143.89184457,9816,291.975904,1263465.86667018,0
BTC,20171002,1506902400000,4400.0,4561.63,4360.0,4380.0,655.756974,1506988799999,2905282.77570845,8185,289.541406,1286786.89051625,0
BTC,20171003,1506988800000,4380.0,4467.33,4180.8,4310.0,1082.323563,1507075199999,4627422.74283879,12379,492.735181,2107462.11039911,0
BTC,20171004,1507075200000,4314.9,4373.0,4142.0,4208.59,868.465101,1507161599999,3676415.10054891,11006,292.928777,1237552.36930596,0
BTC,20171005,1507161600000,4208.59,4355.0,4110.0,4292.43,779.138638,1507247999999,3295532.82397779,9158,351.042019,1483036.83360606,0
BTC,20171006,1507248000000,4318.99,4417.0,4292.0,4369.0,506.529176,1507334399999,2212035.12414239,6546,226.148177,988106.60264063,0
BTC,20171007,1507334400000,4369.0,4479.5,4312.56,4423.0,297.5975,1507420799999,1302533.21459281,4804,145.313076,637146.85809303,0
BTC,20171008,1507420800000,4425.0,4658.0,4425.0,4640.0,518.462004,1507507199999,2347356.46944654,7580,280.094854,1268660.82999198,0
BTC,20171009,1507507200000,4640.0,4889.98,4550.0,4786.95,646.463145,1507593599999,3040508.90436387,10372,350.756559,1654274.63749423,0
BTC,20171010,1507593600000,4786.95,4960.0,4680.59,4783.06,1043.221773,1507679999999,5044283.86347582,11967,678.832674,3289613.76073974,0
BTC,20171011,1507680000000,4783.06,4881.61,4710.0,4821.43,753.429396,1507766399999,3609240.90903919,5895,540.087975,2586977.71897445,0
BTC,20171012,1507766400000,4821.43,5439.99,4810.16,5430.0,1276.701482,1507852799999,6659759.29119366,8030,796.594719,4149667.59915114,0
BTC,20171013,1507852800000,5439.99,5846.17,5379.84,5649.98,1879.82762,1507939199999,10597340.30104987,11663,878.638077,4945786.36371635,0
BTC,20171014,1507939200000,5650.0,5900.0,5580.01,5869.99,970.759046,1508025599999,5533972.4859947,6259,433.794904,2472775.20446234,0
BTC,20171015,1508025600000,5855.03,5922.3,5400.01,5709.99,1343.523375,1508111999999,7553650.20132813,7452,601.422361,3384776.70651666,0
BTC,20171016,1508112000000,5710.0,5788.91,5585.19,5760.02,1528.996462,1508198399999,8701914.79553535,9153,719.218538,4096285.84717841,0
BTC,20171017,1508198400000,5760.0,5774.98,5508.63,5595.0,1429.869376,1508284799999,8041662.31881055,9755,688.766779,3874630.11789208,0
BTC,20171018,1508284800000,5595.0,5596.0,5037.95,5512.06,2317.804373,1508371199999,12456909.97604373,14824,1039.622475,5582555.96464678,0
BTC,20171019,1508371200000,5513.0,5710.0,5490.26,5683.9,1881.722107,1508457599999,10609368.77338359,11553,866.172234,4889254.26776489,0
BTC,20171020,1508457600000,5683.31,6110.0,5600.0,6010.01,1972.97722,1508543999999,11486552.1888066,11656,833.037457,4827682.43818362,0
BTC,20171021,1508544000000,6013.72,6171.0,5850.03,6024.97,1664.307693,1508630399999,10114821.44026351,10182,796.022575,4842552.09005084,0
BTC,20171022,1508630400000,6003.27,6060.0,5720.03,5950.02,1362.092216,1508716799999,8035415.37335629,8846,559.072342,3298113.25431534,0
BTC,20171023,1508716800000,5975.0,6080.0,5621.03,5915.93,1812.557715,1508803199999,10607190.98072695,10736,733.791079,4292971.67402233,0
BTC,20171024,1508803200000,5909.47,5925.0,5450.0,5477.03,2580.418767,1508889599999,14564495.85056032,13075,1128.826117,6369508.22114772,0
BTC,20171025,1508889600000,5506.92,5704.96,5286.98,5689.99,2282.813205,1508975999999,12544847.89154201,12026,1102.091326,6072831.20164732,0
BTC,20171026,1508976000000,5670.1,5939.99,5650.0,5861.77,1972.965882,1509062399999,11417126.63602561,11429,779.739997,4524676.60186949,0
BTC,20171027,1509062400000,5861.77,5980.0,5649.24,5768.83,1403.706416,1509148799999,8167069.73635031,8305,624.087409,3639525.74476665,0
BTC,20171028,1509148800000,5768.79,5850.02,5630.03,5719.64,1276.754412,1509235199999,7308076.01911184,8556,522.437128,2992463.28829385,0
BTC,20171029,1509235200000,5709.98,6189.88,5648.01,6169.98,1804.778173,1509321599999,10620967.62459168,10651,954.170196,5607341.71306722,0
BTC,20171030,1509321600000,6133.01,6248.68,6030.0,6120.5,1473.687043,1509407999999,9030219.28673499,9027,568.13297,3484470.96871416,0
BTC,20171031,1509408000000,6120.52,6498.01,6100.0,6463.0,1511.774925,1509494399999,9487640.8400991,12503,666.763568,4189144.86604943,0
BTC,20171101,1509494400000,6463.0,6774.67,6338.02,6753.98,1675.615188,1509580799999,10951171.07254041,16775,681.762424,4456444.95893702,0
BTC,20171102,1509580800000,6753.98,7300.0,6685.1,7019.98,2503.610803,1509667199999,17369001.33091877,20222,1152.043042,8002005.80575711,0
BTC,20171103,1509667200000,7010.31,7346.34,6923.0,7115.04,1891.497592,1509753599999,13614451.74654126,15375,790.186344,5689002.21482195,0
BTC,20171104,1509753600000,7115.02,7480.99,6901.0,7357.09,1399.191767,1509839999999,10064538.39659038,13395,638.387268,4597312.95311455,0
BTC,20171105,1509840000000,7357.27,7590.25,7279.02,7345.01,1207.83233,1509926399999,9000403.86573288,11090,540.675195,4027338.87761942,0
BTC,20171106,1509926400000,7345.1,7401.0,6906.0,6960.12,1763.019261,1510012799999,12673524.6216398,13525,730.003787,5258426.96569148,0
BTC,20171107,1510012800000,6981.72,7198.49,6901.0,7064.04,1440.259494,1510099199999,10173272.33780804,13132,591.187992,4181187.39303234,0
BTC,20171108,1510099200000,7070.0,7770.02,6651.0,7303.0,2822.298802,1510185599999,20491286.19840822,24381,1291.344472,9394534.42380506,0
BTC,20171109,1510185600000,7303.01,7392.0,7015.0,7079.99,1913.398308,1510271999999,13798534.34721742,13818,724.154878,5221300.62862515,0
BTC,20171110,1510272000000,7079.0,7279.91,6255.01,6506.98,3254.704105,1510358399999,22083345.18396158,18889,1565.261439,10594456.21115611,0
BTC,20171111,1510358400000,6503.0,6797.98,6100.0,6245.05,2754.156861,1510444799999,17681445.46474999,17840,1127.476148,7260382.61767693,0
BTC,20171112,1510444800000,6245.05,6630.0,5325.01,5811.03,4968.483069,1510531199999,29711508.60084671,31069,2267.410744,13607604.41635319,0
BTC,20171113,1510531200000,5839.94,6697.47,5699.99,6465.99,2621.243039,1510617599999,16498136.09913936,16165,1299.996919,8190123.54546063,0
BTC,20171114,1510617600000,6465.99,6684.98,6311.07,6574.99,1254.292531,1510703999999,8168729.97122799,10476,612.136202,3991112.7307127,0
BTC,20171115,1510704000000,6575.99,7298.0,6575.99,7240.06,1779.605845,1510790399999,12446186.45092821,10313,958.59199,6705958.0325874,0
BTC,20171116,1510790400000,7240.14,7940.0,7076.0,7864.5,2331.95675,1510876799999,17499577.25815967,14961,1196.410717,8973214.5702364,0
BTC,20171117,1510876800000,7876.98,7989.0,7451.0,7699.19,3982.395925,1510963199999,31024092.61951179,22012,1910.208237,14893068.96849563,0
BTC,20171118,1510963200000,7680.01,7819.99,7422.0,7761.94,3954.266477,1511049599999,30334498.31525712,18383,1891.340324,14512569.88845333,0
BTC,20171119,1511049600000,7761.94,8123.15,7650.33,8038.0,3867.340444,1511135999999,30322635.7689457,14897,2097.613346,16448877.84771707,0
BTC,20171120,1511136000000,8057.11,8319.99,7954.0,8212.0,3886.634348,1511222399999,31567135.38731295,20101,1816.366339,14741452.72913412,0
BTC,20171121,1511222400000,8212.49,8400.0,7801.0,8119.51,4544.474016,1511308799999,37074997.58090905,20798,2222.291215,18131894.11366924,0
BTC,20171122,1511308800000,8091.09,8322.68,8091.09,8205.92,3545.00571,1511395199999,29124078.47217724,14752,1823.860374,14992767.17647145,0
BTC,20171123,1511395200000,8233.03,8260.0,8000.0,8019.99,4093.952687,1511481599999,33400702.99957629,16625,2163.755131,17665030.24869222,0
BTC,20171124,1511481600000,8019.97,8369.0,7850.0,8138.0,4411.789112,1511567999999,35840264.45804051,19754,2166.425275,17613353.73937526,0
BTC,20171125,1511568000000,8138.99,8734.78,8090.0,8700.01,4292.623682,1511654399999,36093005.20140187,18632,2294.9233,19306904.20494265,0
BTC,20171126,1511654400000,8700.04,9350.0,8604.72,9128.02,4147.380237,1511740799999,37138533.83941873,19268,2035.291755,18226481.88953511,0
BTC,20171127,1511740800000,9128.0,9654.28,9112.04,9650.0,4521.625707,1511827199999,42961064.95202934,22806,2433.447575,23145323.64948013,0
BTC,20171128,1511827200000,9650.0,9939.0,9570.5,9896.8,4917.210985,1511913599999,48235644.0576554,18923,2431.138502,23851135.77284698,0
BTC,20171129,1511913600000,9896.79,11300.03,8520.0,9687.88,13352.538715,1511999999999,135976167.45757934,47894,8662.632362,88423971.28943045,0
BTC,20171130,1512000000000,9687.88,10900.0,8850.8,9838.96,9389.574329,1512086399999,91430904.34116387,41153,5360.660242,52384338.03597776,0
BTC,20171201,1512086400000,9837.0,10898.0,9380.0,10782.99,6134.923633,1512172799999,62260697.58291551,32375,3269.868588,33193672.16592109,0
BTC,20171202,1512172800000,10775.04,11190.0,10620.0,10890.01,4765.439757,1512259199999,52046689.84006951,29694,2390.194275,26111051.97904352,0
BTC,20171203,1512259200000,10902.69,11825.0,10500.0,11165.41,5346.636524,1512345599999,60350708.29332783,39335,2574.246187,29090180.16290429,0
BTC,20171204,1512345600000,11165.41,11600.0,10802.0,11579.0,4663.424562,1512431999999,52814985.63993067,32232,2516.855031,28512751.47162289,0
BTC,20171205,1512432000000,11571.03,11853.0,11447.68,11699.99,5550.732055,1512518399999,64721253.04527842,31317,3135.630565,36570499.65542363,0
BTC,20171206,1512518400000,11699.99,13615.23,11665.58,13550.05,6707.946319,1512604799999,84409526.69576178,40196,3830.098381,48223185.56586906,0
BTC,20171207,1512604800000,13541.01,16649.96,13050.0,16599.0,7487.065695,1512691199999,109555325.34649764,57541,3931.041376,57501459.77355417,0
BTC,20171208,1512691200000,16599.0,17204.99,14015.0,15880.0,17589.013136,1512777599999,271586476.6191432,84727,11950.291812,184080403.13797045,0
BTC,20171209,1512777600000,15880.01,16269.3,12535.0,14656.07,13918.758687,1512863999999,205372672.98786432,66738,7988.323023,118308773.57971704,0
BTC,20171210,1512864000000,14664.01,15720.12,12368.0,14899.98,16553.037173,1512950399999,233767963.46201488,80669,8736.869344,123176894.48606697,0
BTC,20171211,1512950400000,14946.26,17470.0,14901.08,16587.97,11820.401762,1513036799999,193045127.9036004,71373,5905.234633,96386375.05815984,0
BTC,20171212,1513036800000,16587.97,16976.45,15875.0,16349.99,9436.802411,1513123199999,155716213.09834388,76032,4395.051525,72561808.35535774,0
BTC,20171213,1513123200000,16349.99,16546.0,14666.56,16033.29,12416.328801,1513209599999,196769674.31153056,83847,6127.957739,97124627.48575148,0
BTC,20171214,1513209600000,16030.34,16445.0,15450.0,16334.98,11616.867151,1513295999999,186092495.1834846,86150,5999.075173,96150362.10506035,0
BTC,20171215,1513296000000,16334.98,17991.0,16298.45,17539.83,9181.273947,1513382399999,159809704.04408672,85478,4712.5784,81924043.94046211,0
BTC,20171216,1513382400000,17516.81,19539.0,17190.01,19102.66,4202.628709,1513468799999,76293721.36508314,51777,2308.847163,41958921.17812987,0
BTC,20171217,1513468800000,19120.19,19798.68,18510.0,18860.02,9177.183434,1513555199999,175867439.47045135,84581,4197.960835,80497172.92855518,0
BTC,20171218,1513555200000,18860.04,19300.0,17029.98,18856.25,10624.633071,1513641599999,196339245.745198,91956,4690.302146,86666689.06405357,0
BTC,20171219,1513641600000,18856.25,18950.0,16300.0,17295.2,13210.74822,1513727999999,232790625.92336664,116569,5740.506184,101134115.9201646,0
BTC,20171220,1513728000000,17295.2,17720.35,14777.66,16488.98,13450.496693,1513814399999,221193892.50223887,129762,5732.664035,94404363.82531904,0
BTC,20171221,1513814400000,16480.52,17309.5,14022.0,15492.64,20324.2173,1513900799999,320176825.29037607,117731,11672.760789,184537677.7923892,0
BTC,20171222,1513900800000,15514.03,15699.34,10961.0,13326.61,36076.271175,1513987199999,477509934.71828645,243261,17556.682449,233435309.648319,0
BTC,20171223,1513987200000,13326.61,14950.0,12978.18,13300.0,13141.538875,1514073599999,184759685.33206663,135005,6547.667326,92098774.4608775,0
BTC,20171224,1514073600000,13300.0,13819.99,11640.0,13500.0,28557.534988,1514159999999,365709589.60302895,173557,15365.113545,196993097.07332075,0
BTC,20171225,1514160000000,13500.0,14300.0,12708.0,13699.34,15748.207607,1514246399999,213139657.6289145,116416,8834.650938,119703848.8596264,0
BTC,20171226,1514246400000,13699.34,16050.0,13533.0,15689.01,15034.668104,1514332799999,224843731.89656883,133133,8436.171298,125842113.78661472,0
BTC,20171227,1514332800000,15709.98,16498.05,14200.15,15459.99,14959.864723,1514419199999,231229932.48204055,142202,7843.419761,121346099.97221792,0
BTC,20171228,1514419200000,15459.97,15539.99,13150.0,14182.11,21717.858014,1514505599999,303401227.98652,178032,11431.787691,159795892.05003202,0
BTC,20171229,1514505600000,14199.14,14981.0,13850.0,14378.9,18072.008116,1514591999999,260911629.21807677,142100,10502.69575,151673949.96207923,0
BTC,20171230,1514592000000,14378.99,14398.85,11750.0,12440.01,19221.158039,1514678399999,247803953.75248587,190204,9530.51786,123372468.27892075,0
BTC,20171231,1514678400000,12345.1,14050.11,12149.98,13716.36,11768.989718,1514764799999,155283285.36704132,138893,6085.523277,80277167.6252944,0
BTC,20180101,1514764800000,13715.65,13818.55,12750.0,13380.0,8609.915844,1514851199999,114799747.44197056,105595,3961.938946,52809747.44038045,0
BTC,20180102,1514851200000,13382.16,15473.49,12890.02,14675.11,20078.092111,1514937599999,279717107.4337192,177728,11346.326739,158080088.68331683,0
BTC,20180103,1514937600000,14690.0,15307.56,14150.0,14919.51,15905.667639,1515023999999,236116868.33619007,162787,8994.953566,133587333.24534808,0
BTC,20180104,1515024000000,14919.51,15280.0,13918.04,15059.54,21329.649574,1515110399999,312781583.79830784,170310,12680.812951,186116793.0115893,0
BTC,20180105,1515110400000,15059.56,17176.24,14600.0,16960.39,23251.491125,1515196799999,369321956.4868375,192969,13346.622293,211829900.67898223,0
BTC,20180106,1515196800000,16960.39,17143.13,16011.21,17069.79,18571.457508,1515283199999,309216920.9864104,158242,11007.164056,183417769.0623772,0
BTC,20180107,1515283200000,17069.79,17099.96,15610.0,16150.03,12493.125558,1515369599999,206194706.37068355,120269,6779.320508,112151163.1274352,0
BTC,20180108,1515369600000,16218.85,16322.3,12812.0,14902.54,26600.609912,1515455999999,396569997.15746266,208642,13756.844389,206049582.13668823,0
BTC,20180109,1515456000000,14902.54,15500.0,14011.05,14400.0,14315.004253,1515542399999,210630187.45766863,156656,6841.233287,100698572.9000214,0
BTC,20180110,1515542400000,14401.0,14955.66,13131.31,14907.09,17411.001655,1515628799999,244011366.763028,161476,8529.554675,119570139.80645348,0
BTC,20180111,1515628800000,14940.0,14968.68,11400.0,13238.78,33554.723751,1515715199999,446587594.6937379,239416,16422.01998,218762237.37910992,0
BTC,20180112,1515715200000,13238.76,14109.78,12500.0,13740.01,16417.162137,1515801599999,222516076.27145907,134452,8117.312075,110040020.181478,0
BTC,20180113,1515801600000,13749.95,14580.0,13706.15,14210.0,12221.508528,1515887999999,173086488.54788405,123639,5574.178408,78958098.9463857,0
BTC,20180114,1515888000000,14210.0,14339.5,12569.2,13474.99,17017.894329,1515974399999,226525305.12938112,152364,8288.382911,110381556.67259862,0
BTC,20180115,1515974400000,13477.98,14249.99,13147.79,13539.93,14652.094705,1516060799999,200614554.538343,145362,7431.063272,101748315.63707082,0
BTC,20180116,1516060800000,13500.0,13542.93,9035.0,10900.0,63401.169175,1516147199999,722150828.1494024,418243,30353.401717,346777069.9337464,0
BTC,20180117,1516147200000,10899.99,11680.99,9037.94,10988.79,72331.796646,1516233599999,744154180.1312059,517293,35412.798137,365047291.4303791,0
BTC,20180118,1516233600000,10972.59,11878.82,10435.33,10961.97,48464.434937,1516319999999,541289614.0584047,393112,23814.382845,266091805.66522688,0
BTC,20180119,1516320000000,10960.0,11795.0,10360.0,11474.98,34129.375421,1516406399999,382773499.2265792,273271,16871.416355,189259676.8922224,0
BTC,20180120,1516406400000,11474.98,13099.0,11412.45,12799.94,28768.857827,1516492799999,358561107.78097045,251647,14389.196005,179183657.90470728,0
BTC,20180121,1516492800000,12799.8,12799.8,10965.0,11530.0,41379.773426,1516579199999,485289230.8188924,360207,20574.760061,241154449.98183495,0
BTC,20180122,1516579200000,11530.0,11926.35,9900.24,10760.05,43752.606791,1516665599999,475716514.20869696,363264,21300.575828,231677479.125622,0
BTC,20180123,1516665600000,10760.05,11399.0,9905.0,10799.18,37473.922552,1516751999999,399419413.2329807,355286,18747.793828,199899519.2732997,0
BTC,20180124,1516752000000,10799.14,11570.48,10500.0,11349.99,27158.587762,1516838399999,299470607.4302002,293429,13087.393088,144335221.62540215,0
BTC,20180125,1516838400000,11349.96,11794.05,10950.21,11175.27,20839.954183,1516924799999,236081364.97365227,221040,10201.386919,115584688.24733494,0
BTC,20180126,1516924800000,11184.7,11643.0,10311.15,11089.0,33056.87196,1517011199999,360482470.17375433,314720,15330.789553,167328952.39330244,0
BTC,20180127,1517011200000,11089.0,11650.0,10842.69,11491.0,18860.768345,1517097599999,212663199.53348225,207478,9208.937963,103935891.79616304,0
BTC,20180128,1517097600000,11499.98,12244.0,11408.0,11879.95,16887.339524,1517183999999,200211582.9434541,206247,7342.786997,87011013.8320475,0
BTC,20180129,1517184000000,11879.95,11975.02,11139.55,11251.0,14170.377538,1517270399999,162110154.87880376,169199,6016.496871,68819972.52308752,0
BTC,20180130,1517270400000,11250.11,11308.42,9900.0,10237.51,25554.372946,1517356799999,268978329.50861526,259212,11388.096419,119864289.07103088,0
BTC,20180131,1517356800000,10230.0,10425.85,9700.0,10285.1,18015.956805,1517443199999,181644207.11316264,201422,8782.584442,88609272.64228792,0
BTC,20180201,1517443200000,10285.1,10335.0,8750.99,9224.52,33564.764311,1517529599999,317636345.9843711,316020,15430.003849,146130725.8704748,0
BTC,20180202,1517529600000,9224.52,9250.0,8010.02,8873.03,49971.626975,1517615999999,434236483.7044874,453411,23113.503584,201292749.51509917,0
BTC,20180203,1517616000000,8873.03,9473.01,8229.0,9199.96,28725.000735,1517702399999,256834729.0599109,327519,14182.838146,127068644.49604894,0
BTC,20180204,1517702400000,9199.96,9368.0,7930.0,8184.81,32014.308449,1517788799999,274912288.421322,356134,13805.29579,118884553.20936234,0
BTC,20180205,1517788800000,8179.99,8382.8,6625.0,6939.99,63403.182579,1517875199999,471166218.7134473,533510,29857.35839,222022401.0169236,0
BTC,20180206,1517875200000,6939.63,7878.0,6000.01,7652.14,100201.500307,1517961599999,684364276.3666689,785996,49565.020794,339117633.4088549,0
BTC,20180207,1517961600000,7655.02,8476.0,7150.01,7599.0,60778.460497,1518047999999,477935038.8117769,514893,30084.836266,237137973.45313892,0
BTC,20180208,1518048000000,7599.0,7844.0,7572.09,7784.02,1521.537318,1518049694788,11770168.04386595,12417,844.258813,6532638.63751892,0
BTC,20180209,1518134400000,7789.9,8738.0,7789.9,8683.92,20482.910825,1518220799999,173348469.81187892,273091,10404.040792,88117562.12096503,0
BTC,20180210,1518220800000,8683.93,9065.78,8120.0,8533.98,49381.512653,1518307199999,423411421.93098,537578,24506.723294,210253734.3806545,0
BTC,20180211,1518307200000,8533.99,8549.0,7726.53,8063.88,45025.187952,1518393599999,366966437.2498885,524626,23180.34192,188849914.3499584,0
BTC,20180212,1518393600000,8063.82,8989.0,8053.0,8903.0,41987.85049,1518479999999,362440826.9943769,477660,20916.949742,180528457.55458465,0
BTC,20180213,1518480000000,8903.0,8950.0,8351.0,8539.9,35454.972956,1518566399999,305165143.6969234,401893,16558.45568,142530987.43930227,0
BTC,20180214,1518566400000,8535.17,9489.6,8533.0,9449.99,40811.952867,1518652799999,370126692.728233,514897,20508.463444,185896385.02591047,0
BTC,20180215,1518652800000,9449.98,10219.5,9301.5,10000.09,52427.596715,1518739199999,512388484.73178285,608349,25805.098892,252255267.88356847,0
BTC,20180216,1518739200000,10000.89,10323.37,9666.0,10159.98,38161.205974,1518825599999,381103299.2238848,405310,18313.004466,182947133.88868245,0
BTC,20180217,1518825600000,10156.07,11075.07,10050.0,11039.55,41882.108407,1518911999999,446012696.1692673,413585,21147.624789,225229265.72563556,0
BTC,20180218,1518912000000,11039.55,11274.0,10080.0,10383.43,61137.380728,1518998399999,649423311.3100228,537534,29593.863774,314511909.4893312,0
BTC,20180219,1518998400000,10375.01,11250.0,10270.33,11153.0,40831.417131,1519084799999,443766562.68306607,366882,20619.877129,224193685.43795276,0
BTC,20180220,1519084800000,11147.11,11786.01,11100.59,11200.99,48153.354288,1519171199999,551573232.2429588,432197,24211.49181,277480902.01411927,0
BTC,20180221,1519171200000,11195.07,11304.03,10200.0,10437.6,68113.818754,1519257599999,731537130.492186,542340,32338.074002,347436564.666544,0
BTC,20180222,1519257600000,10439.02,10933.44,9679.0,9811.04,67060.166483,1519343999999,682006373.869588,506273,33029.297624,336067441.6325065,0
BTC,20180223,1519344000000,9815.55,10435.0,9570.19,10131.04,57202.70237,1519430399999,571800753.4709765,467480,28031.011368,280171693.0729712,0
